player_id,full_name,first_name,last_name,nickname,birthday,birthdate,birthplace,total_matches,total_points
28831,Tanah Boyd,Tanah,Boyd,NA,2000-07-28,28-07,"Penrith, New South Wales, Australia",69+,255
28832,Billy Burns,Billy,Burns,NA,1998-11-20,20-11,"Parkes, New South Wales, Australia",45+,36
28834,Sean Keppie,Sean,Keppie,NA,1998-05-20,20-05,"Camden, New South Wales, Australia",100+,12
28835,Morgan Harper,Morgan,Harper,NA,1998-08-28,28-08,"Hamilton, Waikato, New Zealand",64,76
28836,Starford To'a,Starford,To'a,NA,2000-06-23,23-06,"Auckland, Auckland, New Zealand",62+,84
29969,Haumole Olakau'atu,Haumole,Olakau'atu,NA,1998-10-01,01-10,"Guildford, New South Wales, Australia",94+,144
20210,George Williams,George,Williams,NA,1994-10-31,31-10,"Wigan, Greater Manchester, England",32,74
29761,Jaimin Jolliffe,Jaimin,Jolliffe,NA,1996-11-07,07-11,"Wagga Wagga, New South Wales, Australia",85+,20
29762,Jamil Hopoate,Jamil,Hopoate,NA,1994-11-08,08-11,"Manly, New South Wales, Australia",12,-
29755,Jamayne Taunoa-Brown,Jamayne,Taunoa-Brown,NA,1996-11-17,17-11,"Melbourne, Victoria, Australia",67,4
29764,Eliesa Katoa,Eliesa,Katoa,NA,2000-01-03,03-01,"Hihifo, Niuatoputapu, Tonga",92+,112
26194,King Vuniyayawa,King,Vuniyayawa,NA,1995-03-13,13-03,"Lautoka, Viti Levu, Fiji",5,-
29765,Toby Rudolf,Toby,Rudolf,NA,1996-01-29,29-01,"Sydney, New South Wales, Australia",102+,20
29766,Jake Averillo,Jake,Averillo,NA,2000-08-11,11-08,"Sydney, New South Wales, Australia",101+,246
29767,Ethan Bullemor,Ethan,Bullemor,NA,2000-02-21,21-02,"Emerald, Queensland, Australia",83+,36
28644,Troy Dargan,Troy,Dargan,NA,1997-10-15,15-10,"Sydney, New South Wales, Australia",2,-
29823,Alex Seyfarth,Alex,Seyfarth,NA,1999-01-20,20-01,"Sydney, New South Wales, Australia",70+,24
29824,Tex Hoy,Tex,Hoy,NA,1999-11-04,04-11,"Newcastle, New South Wales, Australia",29,50
29825,Chris Randall,Chris,Randall,NA,1995-12-17,17-12,"Newcastle, New South Wales, Australia",74+,40
29826,Brodie Jones,Brodie,Jones,NA,1998-05-07,07-05,"Maitland, New South Wales, Australia",71+,20
29827,Cory Paix,Cory,Paix,NA,2000-01-27,27-01,"Toowoomba, Queensland, Australia",44+,16
29112,Tesi Niu,Tesi,Niu,NA,2001-08-11,11-08,"Brisbane, Queensland, Australia",56,80
29828,Chris Lewis,Chris,Lewis,NA,1992-06-12,12-06,"Tingha, New South Wales, Australia",45,16
29829,Keaon Koloamatangi,Keaon,Koloamatangi,NA,1998-05-23,23-05,"Sydney, New South Wales, Australia",106+,80
29830,Tom Gilbert,Tom,Gilbert,NA,2000-08-05,05-08,"Brisbane, Queensland, Australia",58+,20
29831,Adam Clune,Adam,Clune,NA,1995-08-06,06-08,"Orange, New South Wales, Australia",47,17
29832,Tevita Funa,Tevita,Funa,NA,1998-01-03,03-01,"Sydney, New South Wales, Australia",16,20
29833,Hamiso Tabuai-Fidow,Hamiso,Tabuai-Fidow,NA,2001-09-05,05-09,"Cairns, Queensland, Australia",86+,204
29905,Connelly Lemuelu,Connelly,Lemuelu,NA,1998-07-07,07-07,"Auckland, Auckland, New Zealand",65+,48
29904,Sam McIntyre,Sam,McIntyre,NA,1998-03-20,20-03,"Canberra, Australian Capital Territory, Australia",65+,24
29906,Beau Fermor,Beau,Fermor,NA,1998-08-15,15-08,"Dalby, Queensland, Australia",68+,88
29907,Treymain Spry,Treymain,Spry,NA,1999-08-29,29-08,"Ipswich, Queensland, Australia",5,4
29908,Reece Hoffman,Reece,Hoffman,NA,2001-03-22,22-03,"Brisbane, Queensland, Australia",1,4
34031,Charlie Staines,Charlie,Staines,NA,2000-10-04,04-10,"Forbes, New South Wales, Australia",70+,140
20561,Luke Thompson,Luke,Thompson,NA,1995-04-27,27-04,"St Helens, Merseyside, England",42,12
29910,Kai O'Donnell,Kai,O'Donnell,NA,1999-02-21,21-02,"Proserpine, Queensland, Australia",4+,4
29911,Darryn Schonig,Darryn,Schonig,NA,1996-03-20,20-03,"Cooktown, Queensland, Australia",7,-
29912,Stefano Utoikamanu,Stefano,Utoikamanu,NA,2000-05-15,15-05,"Otahuhu, Auckland, New Zealand",78+,44
29913,Semi Valemei,Semi,Valemei,NA,1999-01-20,20-01,"Labasa, Macuata Province, Fiji",42+,76
29914,Jaxson Paulo,Jaxson,Paulo,NA,1999-10-03,03-10,"Takapuna, North Shore, New Zealand",63+,108
29915,Andrew Davey,Andrew,Davey,NA,1991-11-29,29-11,"Maryborough, Queensland, Australia",44,20
29916,Daejarn Asi,Daejarn,Asi,NA,2000-08-15,15-08,"Christchurch, Canterbury, New Zealand",42,59
29962,Shawn Blore,Shawn,Blore,NA,2000-08-01,01-08,"Sydney, New South Wales, Australia",57+,12
29963,Teig Wilton,Teig,Wilton,NA,1999-09-25,25-09,"Narooma, New South Wales, Australia",86+,76
24095,Jack Johns,Jack,Johns,NA,1997-10-15,15-10,"Newcastle, New South Wales, Australia",16,8
29964,Harley Smith-Shields,Harley,Smith-Shields,NA,2000-01-12,12-01,"Canberra, Australian Capital Territory, Australia",20+,20
29965,Jackson Ferris,Jackson,Ferris,NA,1998-02-25,25-02,"Palmerston North, Manawatu-Wanganui, New Zealand",1,4
29966,Braydon Trindall,Braydon,Trindall,NA,1999-07-11,11-07,"Wee Waa, New South Wales, Australia",72+,258
29967,Daniel Suluka-Fifita,Daniel,Suluka-Fifita,NA,1999-08-19,19-08,"Sydney, New South Wales, Australia",35+,-
29968,Max Bailey,Max,Bailey,NA,1997-02-03,03-02,"Wollongong, New South Wales, Australia",1,-
29970,Asu Kepaoa,Asu,Kepaoa,NA,2000-02-02,02-02,"Auckland, Auckland, New Zealand",43+,52
29971,Daine Laurie,Daine,Laurie,NA,1999-07-20,20-07,"Penrith, New South Wales, Australia",68+,60
29972,Emry Pere,Emry,Pere,NA,1998-09-08,08-09,"Huntly, Waikato, New Zealand",2,-
29973,Christian Tuipulotu,Christian,Tuipulotu,NA,2001-02-18,18-02,"Auckland, Auckland, New Zealand",45+,88
29757,Jordan Riki,Jordan,Riki,NA,2000-01-18,18-01,"Raglan, Waikato, New Zealand",89+,72
29974,Matt Doorey,Matt,Doorey,NA,2000-06-27,27-06,"Sydney, New South Wales, Australia",33+,16
29976,Cooper Johns,Cooper,Johns,NA,1999-07-14,14-07,"Newcastle, New South Wales, Australia",19,4
29977,Freddy Lussick,Freddy,Lussick,NA,2000-08-28,28-08,"Beacon Hill, New South Wales, Australia",51+,12
28643,Steven Marsters,Steven,Marsters,NA,1999-10-19,19-10,"Auckland, Auckland, New Zealand",6,4
29978,Paul Turner,Paul,Turner,NA,2000-07-04,04-07,"Whangarei, Northland, New Zealand",11,8
28654,Isaac Lumelume,Isaac,Lumelume,NA,1998-04-16,16-04,"Auburn, New South Wales, Australia",8,12
29980,Albert Hopoate,Albert,Hopoate,NA,2001-02-25,25-02,"Sydney, New South Wales, Australia",41+,52
29981,Matthew Timoko,Matthew,Timoko,NA,2000-01-18,18-01,"Auckland, Auckland, New Zealand",87+,100
29982,Josh Schuster,Josh,Schuster,NA,2001-05-05,05-05,"Sydney, New South Wales, Australia",50+,20
29985,Cody Ramsey,Cody,Ramsey,NA,2000-02-15,15-02,"Molong, New South Wales, Australia",36,56
30068,Ben Condon,Ben,Condon,NA,2000-07-13,13-07,"Roma, Queensland, Australia",17,20
30069,Tom Ale,Tom,Ale,NA,1999-04-01,01-04,"Auckland, Auckland, New Zealand",42+,4
30070,Max Feagai,Max,Feagai,NA,2001-02-14,14-02,"Hastings, Hawke's Bay, New Zealand",23+,12
30071,Tuipulotu Katoa,Tuipulotu,Katoa,NA,1999-04-27,27-04,"Hamilton, Waikato, New Zealand",10,8
30073,Adam Cook,Adam,Cook,NA,2000-11-14,14-11,"Charters Towers, Queensland, Australia",7,2
30074,Darby Medlyn,Darby,Medlyn,NA,1999-11-07,07-11,"Parkes, New South Wales, Australia",1,-
30072,Daniel Vasquez,Daniel,Vasquez,NA,1997-07-21,21-07,"Cronulla, New South Wales, Australia",1,-
30075,Jarrett Subloo,Jarrett,Subloo,NA,2000-07-29,29-07,"Innisfail, Queensland, Australia",1,-
30076,Jayden Sullivan,Jayden,Sullivan,NA,2001-09-16,16-09,"Wollongong, New South Wales, Australia",36+,44
30078,Aaron Booth,Aaron,Booth,NA,1995-10-01,01-10,"Sydney, New South Wales, Australia",10,-
30077,Eddie Blacker,Eddie,Blacker,NA,1999-12-15,15-12,"Brisbane, Queensland, Australia",2,-
30079,Aaron Pene,Aaron,Pene,NA,1995-09-26,26-09,"Sydney, New South Wales, Australia",32,-
30330,Haze Dunster,Haze,Dunster,NA,1999-03-01,01-03,"Rotorua, Bay of Plenty, New Zealand",19+,12
30668,Tyson Smoothy,Tyson,Smoothy,NA,1999-07-07,07-07,"Toowoomba, Queensland, Australia",35+,14
30669,Bradley Deitz,Bradley,Deitz,NA,1995-03-09,09-03,NA,7,-
30670,Fletcher Baker,Fletcher,Baker,NA,1999-12-26,26-12,NA,58+,12
28635,Dominic Young,Dominic,Young,NA,2001-08-09,09-08,"Dewsbury, West Yorkshire, England",73+,252
30672,Jackson Topine,Jackson,Topine,NA,2001-08-22,22-08,"Auckland, Auckland, New Zealand",16,4
30673,Trent Loiero,Trent,Loiero,NA,2001-02-27,27-02,"Kawana Waters, Queensland, Australia",75+,24
30674,Sam Walker,Sam,Walker,NA,2002-06-16,16-06,"Leeds, West Yorkshire, England",77+,550
30675,Benjamin Marschke,Benjamin,Marschke,NA,1997-06-19,19-06,NA,13,4
30677,Dean Hawkins,Dean,Hawkins,NA,1999-03-10,10-03,NA,14+,24
30739,Brayden Musgrove,Brayden,Musgrove,NA,1998-03-06,06-03,NA,7,4
30740,Jake Simpkin,Jake,Simpkin,NA,2001-10-16,16-10,"Toowoomba, Queensland, Australia",49+,16
30741,Wiremu Greig,Wiremu,Greig,NA,1999-11-12,12-11,"Whangarei, Northland, New Zealand",27+,4
30858,Reece Walsh,Reece,Walsh,NA,2002-07-10,10-07,"Gold Coast, Queensland, Australia",74+,317
30859,Rocco Berry,Rocco,Berry,NA,2001-05-17,17-05,"Masterton, Wellington, New Zealand",43+,40
30863,Dean Ieremia,Dean,Ieremia,NA,2001-08-20,20-08,"Fagaloa, Samoa",23+,40
30864,Edward Kosi,Edward,Kosi,NA,1999-01-28,28-01,"Auckland, Auckland, New Zealand",32+,68
30865,Zac Cini,Zac,Cini,NA,2000-05-24,24-05,"Sydney, New South Wales, Australia",4,4
30866,Tuku Hau Tapuha,Tuku,Hau Tapuha,NA,2001-12-10,10-12,"Auckland, Auckland, New Zealand",13+,4
29756,Zac Saddler,Zac,Saddler,NA,1999-06-16,16-06,NA,3,-
30867,Mathew Feagai,Mathew,Feagai,NA,2001-02-14,14-02,"Hastings, Hawke's Bay, New Zealand",60+,92
30868,Talatau Amone,Talatau,Amone,NA,2002-04-10,10-04,"Wollongong, New South Wales, Australia",54,40
30902,Jock Madden,Jock,Madden,NA,2000-03-07,07-03,"Scone, New South Wales, Australia",32+,39
30903,Jakob Arthur,Jakob,Arthur,NA,2002-09-27,27-09,"Cairns, Queensland, Australia",28+,16
30904,J'maine Hopgood,J'maine,Hopgood,NA,1999-05-11,11-05,"Hervey Bay, Queensland, Australia",45+,20
30906,Simi Sasagi,Simi,Sasagi,NA,2001-04-24,24-04,"Auckland, Auckland, New Zealand",28+,8
30905,Heilum Luki,Heilum,Luki,NA,2001-04-11,11-04,"Cairns, Queensland, Australia",57+,60
30907,Jaiyden Hunt,Jaiyden,Hunt,NA,1998-07-20,20-07,NA,19+,4
30908,Aaron Schoupp,Aaron,Schoupp,NA,2001-06-29,29-06,"Figtree, New South Wales, Australia",53+,58
30909,Joseph-Aukuso Sua'ali'i,Joseph-Aukuso,Sua'ali'i,NA,2003-08-01,01-08,"Penrith, New South Wales, Australia",66,266
30910,Kobe Hetherington,Kobe,Hetherington,NA,1999-03-11,11-03,"Sydney, New South Wales, Australia",78+,16
30911,Brad Schneider,Brad,Schneider,NA,2001-02-15,15-02,"Adelaide, South Australia, Australia",26+,68
30986,TC Robati,TC,Robati,NA,2001-11-14,14-11,"Porirua, Wellington, New Zealand",17,8
30987,Egan Butcher,Egan,Butcher,NA,2000-08-05,05-08,NA,56+,28
30988,Franklin Pele,Franklin,Pele,NA,2000-12-18,18-12,"Auckland, Auckland, New Zealand",7,-
30989,Ben Trbojevic,Ben,Trbojevic,NA,2001-08-01,01-08,"Sydney, New South Wales, Australia",47+,40
31079,Selwyn Cobbo,Selwyn,Cobbo,NA,2002-06-05,05-06,"Cherbourg, Queensland, Australia",68+,176
31080,Lindsay Smith,Lindsay,Smith,NA,2000-01-13,13-01,"Sydney, New South Wales, Australia",55+,16
31081,Izack Tago,Izack,Tago,NA,2002-04-05,05-04,"Sydney, New South Wales, Australia",75+,140
31082,Jayden Campbell,Jayden,Campbell,NA,2000-02-07,07-02,"Cronulla, New South Wales, Australia",58+,154
31083,Greg Marzhew,Greg,Marzhew,NA,1997-04-04,04-04,"Auckland, Auckland, New Zealand",69+,176
31084,Mat Croker,Mat,Croker,NA,1999-09-11,11-09,"Nabiac, New South Wales, Australia",58+,20
31170,Kurt De Luis,Kurt,De Luis,NA,1996-02-18,18-02,"Perth, Western Australia, Australia",12,-
31171,Ben Thomas,Ben,Thomas,NA,1997-12-10,10-12,NA,7,-
27280,Peter Mamouzelos,Peter,Mamouzelos,NA,2001-01-09,09-01,"Sydney, New South Wales, Australia",26+,8
31263,Blake Taaffe,Blake,Taaffe,NA,1999-04-21,21-04,"Sydney, New South Wales, Australia",40+,152
31264,Taniela Otukolo,Taniela,Otukolo,NA,2002-05-22,22-05,NA,9,-
31265,Tyrell Sloan,Tyrell,Sloan,NA,2002-06-03,03-06,"Campbelltown, New South Wales, Australia",59+,120
31267,Sean Russell,Sean,Russell,NA,2002-05-27,27-05,"Windsor, New South Wales, Australia",41+,84
31334,Falakiko Manu,Falakiko,Manu,NA,1997-05-11,11-05,"Auckland, Auckland, New Zealand",4,-
31335,Bailey Biondi-Odo,Bailey,Biondi-Odo,NA,2001-12-06,06-12,NA,17,8
31336,Chris Patolo,Chris,Patolo,NA,2001-07-23,23-07,"Sydney, New South Wales, Australia",27,-
31266,Xavier Savage,Xavier,Savage,NA,2002-04-24,24-04,"Cairns, Queensland, Australia",47+,104
23134,Jordan Grant,Jordan,Grant,NA,1994-08-15,15-08,"Penrith, New South Wales, Australia",7,-
31337,Junior Pauga,Junior,Pauga,NA,1996-02-03,03-02,"Otahuhu, Auckland, New Zealand",21+,44
31338,Tukimihia Simpkins,Tukimihia,Simpkins,NA,2001-12-24,24-12,"Rotorua, Bay of Plenty, New Zealand",5,-
31339,Will Penisini,Will,Penisini,NA,2002-07-31,31-07,"Blacktown, New South Wales, Australia",80+,120
31340,Kane Bradley,Kane,Bradley,NA,2000-02-03,03-02,"Sydney, New South Wales, Australia",8,8
31341,Toby Sexton,Toby,Sexton,NA,2001-03-01,01-03,"Brisbane, Queensland, Australia",47+,120
31345,Viliami Vailea,Viliami,Vailea,NA,2002-11-17,17-11,NA,35+,40
31346,Kelma Tuilagi,Kelma,Tuilagi,NA,1999-02-16,16-02,"Dalry, Edinburgh, Scotland",60+,24
31347,Xavier Willison,Xavier,Willison,NA,2002-08-02,02-08,"Hamilton, Waikato, New Zealand",30+,24
31348,Davvy Moale,Davvy,Moale,NA,2003-03-23,23-03,"Christchurch, Canterbury, New Zealand",54+,12
31349,Luke Metcalf,Luke,Metcalf,NA,1999-03-01,01-03,"Coffs Harbour, New South Wales, Australia",27+,68
31351,Elijah Anderson,Elijah,Anderson,NA,1999-01-03,03-01,NA,1,-
31352,Taylan May,Taylan,May,NA,2001-08-19,19-08,"Sydney, New South Wales, Australia",30,68
31353,Naufahu Whyte,Naufahu,Whyte,NA,2002-04-04,04-04,"Auckland, Auckland, New Zealand",34+,4
31354,Jeremiah Nanai,Jeremiah,Nanai,NA,2003-02-18,18-02,"Henderson, Auckland, New Zealand",63+,148
31355,Griffin Neame,Griffin,Neame,NA,2001-03-01,01-03,"Greymouth, West Coast, New Zealand",69+,24
22074,Makahesi Makatoa,Makahesi,Makatoa,NA,1993-01-30,30-01,"New Plymouth, Taranaki, New Zealand",56,4
31356,Jackson Frei,Jackson,Frei,NA,1998-01-27,27-01,"Brisbane, Queensland, Australia",3,-
31365,Jirah Momoisea,Jirah,Momoisea,NA,1998-09-02,02-09,"Auckland, Auckland, New Zealand",11,-
31366,Laitia Moceidreke,Laitia,Moceidreke,NA,2000-09-06,06-09,"Camperdown, New South Wales, Australia",1,4
31367,Moala Graham-Taufa,Moala,Graham-Taufa,NA,2002-02-22,22-02,NA,4,-
31368,Brendan Piakura,Brendan,Piakura,NA,2002-05-16,16-05,"Newcastle, New South Wales, Australia",33+,20
31369,Daniel Atkinson,Daniel,Atkinson,NA,2001-01-15,15-01,"Brisbane, Queensland, Australia",21+,50
31370,Samuel Loizou,Samuel,Loizou,NA,2002-12-25,25-12,"Sydney, New South Wales, Australia",1,-
31371,Ky Rodwell,Ky,Rodwell,NA,1999-06-21,21-06,"Bega, New South Wales, Australia",5,-
31372,Lachlan Ilias,Lachlan,Ilias,NA,2000-05-09,09-05,"Sydney, New South Wales, Australia",53+,45
31625,Toluta'u Koula,Toluta'u,Koula,NA,2002-09-02,02-09,"Sydney, New South Wales, Australia",60+,84
31626,James Schiller,James,Schiller,NA,2001-07-14,14-07,"Young, New South Wales, Australia",15+,36
31627,Leo Thompson,Leo,Thompson,NA,2000-05-28,28-05,"Gisborne, Gisborne, New Zealand",64+,8
21511,Oliver Gildart,Oliver,Gildart,NA,1996-08-06,06-08,"Hindley, Greater Manchester, England",10,4
31628,Tyran Wishart,Tyran,Wishart,NA,1999-11-17,17-11,"Illawarra, New South Wales, Australia",55+,84
31629,Alec MacDonald,Alec,MacDonald,NA,2001-10-27,27-10,"Auckland, Auckland, New Zealand",46+,12
31645,Adrian Trevilyan,Adrian,Trevilyan,NA,2001-07-07,07-07,"Townsville, Queensland, Australia",3,-
32382,Isaiah Tass,Isaiah,Tass,NA,1999-08-19,19-08,"Mackay, Queensland, Australia",47+,52
28663,Jacob Kiraz,Jacob,Kiraz,NA,2001-11-23,23-11,"Sydney, New South Wales, Australia",59+,96
22204,Billy Tsikrikas,Billy,Tsikrikas,NA,1995-05-11,11-05,NA,2,-
32692,Harry Rushton,Harry,Rushton,NA,2000-11-13,13-11,"Blackpool, Lancashire, England",3,-
32691,Soni Luke,Soni,Luke,NA,1996-02-25,25-02,"Penrith, New South Wales, Australia",25+,4
32698,Shaq Mitchell,Shaq,Mitchell,NA,1996-03-19,19-03,"Taree, New South Wales, Australia",20+,4
32728,Trent Peoples,Trent,Peoples,NA,1998-06-22,22-06,"Campbelltown, New South Wales, Australia",2,-
32835,Zac Woolford,Zac,Woolford,NA,1996-08-09,09-08,"Canberra, Australian Capital Territory, Australia",39,-
32836,Junior Tupou,Junior,Tupou,NA,2002-07-29,29-07,NA,34+,40
33065,Ezra Mam,Ezra,Mam,NA,2003-01-31,31-01,"Sydney, New South Wales, Australia",57+,132
23717,Zach Dockar-Clay,Zach,Dockar-Clay,NA,1995-04-24,24-04,"New Plymouth, Taranaki, New Zealand",20,4
33066,Michael Molo,Michael,Molo,NA,1997-02-07,07-02,"Brisbane, Queensland, Australia",31+,8
33067,Terrell May,Terrell,May,NA,1999-04-29,29-04,"Blacktown, New South Wales, Australia",53+,28
33068,Lachlan Miller,Lachlan,Miller,NA,1994-08-14,14-08,"Coffs Harbour, New South Wales, Australia",19,72
33219,Thomas Hazelton,Thomas,Hazelton,NA,1999-01-22,22-01,"Goulburn, New South Wales, Australia",45+,40
33402,Kurt Falls,Kurt,Falls,NA,1996-08-13,13-08,"Penrith, New South Wales, Australia",3,14
33403,Trey Mooney,Trey,Mooney,NA,2002-05-04,04-05,"Sydney, New South Wales, Australia",21+,8
33446,Jonathon Reuben,Jonathon,Reuben,NA,1993-03-10,10-03,"Townsville, Queensland, Australia",1,-
33447,Grant Anderson,Grant,Anderson,NA,1999-10-30,30-10,"Fremantle, Western Australia, Australia",26+,48
33452,Ronald Volkman,Ronald,Volkman,NA,2002-07-04,04-07,"Sydney, New South Wales, Australia",5,4
33449,Kurtis Morrin,Kurtis,Morrin,NA,2000-03-17,17-03,"Sydney, New South Wales, Australia",38+,16
33712,Declan Casey,Declan,Casey,NA,2000-01-24,24-01,"Sutherland, New South Wales, Australia",7,8
33713,Fonua Pole,Fonua,Pole,NA,2002-06-02,02-06,"Wellington, New South Wales, Australia",56+,32
33714,Austin Dias,Austin,Dias,NA,1998-05-20,20-05,NA,8,-
33719,Justin Matamua,Justin,Matamua,NA,2003-05-27,27-05,"Bankstown, New South Wales, Australia",14+,-
33720,Zac Hosking,Zac,Hosking,NA,1997-02-26,26-02,"Manly, New South Wales, Australia",34+,20
33731,Tom Chester,Tom,Chester,NA,2001-05-11,11-05,"Townsville, Queensland, Australia",13+,16
33732,Jesse Colquhoun,Jesse,Colquhoun,NA,2001-10-12,12-10,"Wollongong, New South Wales, Australia",11+,-
33451,Sosefo Fifita,Sosefo,Fifita,NA,2003-01-08,08-01,"Dunedin, Otago, New Zealand",41+,64
33751,Kaeo Weekes,Kaeo,Weekes,NA,2002-02-06,06-02,"Sydney, New South Wales, Australia",30+,48
22991,Pio Seci,Pio,Seci,NA,1993-08-19,19-08,"Suva, Central Division, Fiji",1,-
26659,Alfred Smalley,Alfred,Smalley,NA,1999-06-04,04-06,NA,2,4
33756,Zac Fulton,Zac,Fulton,NA,2001-08-14,14-08,"Manly, New South Wales, Australia",1,-
33757,Deine Mariner,Deine,Mariner,NA,2003-04-25,25-04,"Auckland, Auckland, New Zealand",27+,88
33758,Harrison Edwards,Harrison,Edwards,NA,2000-10-19,19-10,"Penrith, New South Wales, Australia",32+,4
33760,Izaac Thompson,Izaac,Thompson,NA,1996-10-03,03-10,NA,13,24
33587,Sunia Turuva,Sunia,Turuva,Tito,2002-09-04,04-09,"Sydney, New South Wales, Australia",52+,120
33762,Kade Dykes,Kade,Dykes,NA,2002-01-31,31-01,"Dubbo, New South Wales, Australia",2+,4
33763,Tom Freebairn,Tom,Freebairn,NA,1995-02-03,03-02,"Ipswich, Queensland, Australia",5,8
33976,Krystian Mapapalangi,Krystian,Mapapalangi,NA,2002-11-04,04-11,"Burwood, New South Wales, Australia",6,4
33975,Oryn Keeley,Oryn,Keeley,NA,2003-01-13,13-01,"Gosford, New South Wales, Australia",8+,4
34003,Raymond Tuaimalo Vaega,Raymond,Tuaimalo Vaega,NA,2000-04-22,22-04,"Auckland, Auckland, New Zealand",12+,12
28641,Kayal Iro,Kayal,Iro,NA,2000-02-20,20-02,"Leeds, West Yorkshire, England",25+,28
34004,Joshua Stuckey,Joshua,Stuckey,NA,1998-07-24,24-07,"Canberra, Australian Capital Territory, Australia",1,-
34005,Kitione Kautoga,Kitione,Kautoga,NA,2002-09-02,02-09,NA,3,-
28981,Klese Haas,Klese,Haas,NA,2002-03-02,02-03,"Sydney, New South Wales, Australia",39+,24
28662,James Roumanos,James,Roumanos,NA,1999-08-10,10-08,"Greenacre, New South Wales, Australia",1,-
34023,Thomas Jenkins,Thomas,Jenkins,NA,2001-03-16,16-03,"Boorowa, New South Wales, Australia",11,20
34024,Liam Henry,Liam,Henry,NA,2001-07-24,24-07,"Orange, New South Wales, Australia",27+,8
34025,Jack Cole,Jack,Cole,NA,2003-07-03,03-07,"Orange, New South Wales, Australia",11+,8
35233,Will Warbrick,Will,Warbrick,NA,1998-06-03,03-06,"Kawerau, Bay of Plenty, New Zealand",49+,128
35258,Bronson Garlick,Bronson,Garlick,NA,1995-12-19,19-12,"Sydney, New South Wales, Australia",26+,4
35607,Paul Alamoti,Paul,Alamoti,NA,2004-01-22,22-01,"Sydney, New South Wales, Australia",36+,82
33450,Jayden Tanner,Jayden,Tanner,NA,2000-07-25,25-07,"Sydney, New South Wales, Australia",2,-
35595,Jacob Preston,Jacob,Preston,NA,2001-10-11,11-10,"Wahroonga, New South Wales, Australia",38+,48
33761,Ata Mariota,Ata,Mariota,NA,2001-12-28,28-12,"Apia, Apia, Samoa",41+,12
34197,Isaiya Katoa,Isaiya,Katoa,NA,2004-02-18,18-02,"Wellington, Wellington, New Zealand",44+,18
36819,Kurt Donoghoe,Kurt,Donoghoe,NA,2001-11-30,30-11,"Newcastle, New South Wales, Australia",18+,4
35142,Alofiana Khan-Pereira,Alofiana,Khan-Pereira,NA,2001-11-01,01-11,"Lismore, New South Wales, Australia",44+,176
35717,Mason Teague,Mason,Teague,NA,2003-07-13,13-07,"Sydney, New South Wales, Australia",8+,-
35670,Brandon Tumeth,Brandon,Tumeth,NA,2003-04-20,20-04,"Sydney, New South Wales, Australia",1+,-
35668,Toby Couchman,Toby,Couchman,NA,2003-09-16,16-09,"Wollongong, New South Wales, Australia",26+,16
35688,Ryan Rivett,Ryan,Rivett,NA,2002-05-02,02-05,"Gosford, New South Wales, Australia",1,-
35529,Dylan Lucas,Dylan,Lucas,NA,2000-07-09,09-07,"Bega, New South Wales, Australia",28+,36
37241,Thomas Cant,Thomas,Cant,NA,2002-06-13,13-06,"Maitland, New South Wales, Australia",4+,-
35412,Jonah Pezet,Jonah,Pezet,NA,2003-01-17,17-01,"Gosford, New South Wales, Australia",10+,12
